# WebGoat Expected Results
# Format: filePath,category,isVulnerable,cwe,description
#
# SQL Injection - Vulnerable files
# Lessons 2,3,4 take entire SQL query from user input - VULNERABLE
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java,sqli,true,89,SQL Injection - user provides entire query
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java,sqli,true,89,SQL Injection - user provides entire query
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson4.java,sqli,true,89,SQL Injection - user provides entire query
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5a.java,sqli,true,89,SQL Injection via string concatenation
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java,sqli,true,89,SQL Injection via string concatenation
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java,sqli,true,89,SQL Injection via string concatenation
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java,sqli,true,89,SQL Injection via ORDER BY
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java,sqli,true,89,SQL Injection via string concatenation
src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,sqli,true,89,SQL Injection via string concatenation
src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java,sqli,true,89,Advanced SQL Injection
src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,sqli,true,89,SQL Injection challenge
src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,sqli,true,89,SQL Injection login challenge
src/main/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java,sqli,true,89,SQL Injection via JWT KID header
#
# Path Traversal - Vulnerable files
src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java,pathtraver,true,22,Path Traversal via fullName in File constructor
src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUpload.java,pathtraver,true,22,Path Traversal via file upload
src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,pathtraver,true,22,Path Traversal via file retrieval
#
# SSRF - SSRFTask2 uses URL.openStream() with user input
src/main/java/org/owasp/webgoat/lessons/ssrf/SSRFTask2.java,ssrf,true,918,SSRF via URL.openStream()
#
# XSS - Vulnerable files (corrected paths)
src/main/java/org/owasp/webgoat/lessons/xss/stored/StoredXssComments.java,xss,true,79,Stored XSS via comments
src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java,xss,true,79,Reflected XSS
src/main/java/org/owasp/webgoat/lessons/xss/DOMCrossSiteScripting.java,xss,true,79,DOM-based XSS
#
# Deserialization
src/main/java/org/dummy/insecure/framework/VulnerableTaskHolder.java,deserialization,true,502,Insecure deserialization
#
# Safe files
src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,sqli,false,0,Safe - hardcoded query
src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/Servers.java,sqli,false,0,Uses prepared statements
src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10a.java,sqli,false,0,Mitigation - prepared statements
src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java,sqli,false,0,Mitigation - prepared statements
src/main/java/org/owasp/webgoat/lessons/ssrf/SSRFTask1.java,ssrf,false,0,Safe - no actual URL fetching
src/main/java/org/owasp/webgoat/lessons/ssrf/SSRF.java,ssrf,false,0,SSRF lesson intro
src/main/java/org/owasp/webgoat/lessons/pathtraversal/PathTraversal.java,pathtraver,false,0,Path traversal intro
src/main/java/org/owasp/webgoat/container/WebSecurityConfig.java,sqli,false,0,Spring security config
